codemp,prfawb,numawb,oriawb,desawb,OrgPais,DestPais,ZonaOrig,ZonaDest,OficinaOriCap,OficinaDesCap,PosOri,PosDes,Tramos,codpro,dsc_producto,posage,NomAge,NomShp,FecVue,ChWei_BK,GrRev,NetRev,GrossRevSinProrr,SalesRevSinProrr,NetRevSinProrr,GrWeiTotAWB
0,45,91310516,LAX,VCP,USA,Brazil,NA_USA_West,SA_Brazil_VCP,LAX,VCP,LAX,VCP,LAX-MEX-VCP,618,OTROS DG CAO,LAX,EXPEDITORS INTL OF WASHINGTON INC,EXPEDITORS INTL OF WASHINGTON INC,06-11-12 0:00,19,0,0,0,0,0,0
0,45,91310516,LAX,VCP,USA,Brazil,NA_USA_West,SA_Brazil_VCP,LAX,VCP,LAX,VCP,LAX-MEX-VCP,618,OTROS DG CAO,LAX,EXPEDITORS INTL OF WASHINGTON INC,EXPEDITORS INTL OF WASHINGTON INC,07-11-12 0:00,19,0,0,0,0,0,0
0,45,91310520,LAX,VCP,USA,Brazil,NA_USA_West,SA_Brazil_VCP,LAX,VCP,LAX,VCP,LAX-MEX-VCP,517,OTROS DG,LAX,EXPEDITORS INTL OF WASHINGTON INC,EXPEDITORS INTL OF WASHINGTON INC,06-11-12 0:00,19,0,0,0,0,0,0
0,45,91310520,LAX,VCP,USA,Brazil,NA_USA_West,SA_Brazil_VCP,LAX,VCP,LAX,VCP,LAX-MEX-VCP,517,OTROS DG,LAX,EXPEDITORS INTL OF WASHINGTON INC,EXPEDITORS INTL OF WASHINGTON INC,07-11-12 0:00,19,0,0,0,0,0,0
0,45,91310531,LAX,VCP,USA,Brazil,NA_USA_West,SA_Brazil_VCP,LAX,VCP,LAX,VCP,LAX-MEX-VCP,618,OTROS DG CAO,LAX,EXPEDITORS INTL OF WASHINGTON INC,EXPEDITORS INTL OF WASHINGTON INC,06-11-12 0:00,19,0,0,0,0,0,0
0,45,91310531,LAX,VCP,USA,Brazil,NA_USA_West,SA_Brazil_VCP,LAX,VCP,LAX,VCP,LAX-MEX-VCP,618,OTROS DG CAO,LAX,EXPEDITORS INTL OF WASHINGTON INC,EXPEDITORS INTL OF WASHINGTON INC,07-11-12 0:00,19,0,0,0,0,0,0
0,45,91310542,LAX,VCP,USA,Brazil,NA_USA_West,SA_Brazil_VCP,LAX,VCP,LAX,VCP,LAX-MEX-VCP,618,OTROS DG CAO,LAX,EXPEDITORS INTL OF WASHINGTON INC,EXPEDITORS INTL OF WASHINGTON INC,06-11-12 0:00,19,0,0,0,0,0,0
0,45,91310542,LAX,VCP,USA,Brazil,NA_USA_West,SA_Brazil_VCP,LAX,VCP,LAX,VCP,LAX-MEX-VCP,618,OTROS DG CAO,LAX,EXPEDITORS INTL OF WASHINGTON INC,EXPEDITORS INTL OF WASHINGTON INC,07-11-12 0:00,19,0,0,0,0,0,0
0,45,91310553,LAX,VCP,USA,Brazil,NA_USA_West,SA_Brazil_VCP,LAX,VCP,LAX,VCP,LAX-MEX-VCP,618,OTROS DG CAO,LAX,EXPEDITORS INTL OF WASHINGTON INC,EXPEDITORS INTL OF WASHINGTON INC,06-11-12 0:00,19,0,0,0,0,0,0
0,45,91310553,LAX,VCP,USA,Brazil,NA_USA_West,SA_Brazil_VCP,LAX,VCP,LAX,VCP,LAX-MEX-VCP,618,OTROS DG CAO,LAX,EXPEDITORS INTL OF WASHINGTON INC,EXPEDITORS INTL OF WASHINGTON INC,07-11-12 0:00,19,0,0,0,0,0,0
0,45,91310575,LAX,SCL,USA,Chile,NA_USA_West,SA_Chile,LAX,SCL,LAX,SCL,LAX-SCL,514,MEDICAMENTOS / VACUNAS,LAX,EXPEDITORS INTL OF WASHINGTON INC,EXPEDITORS INTL OF WASHINGTON INC,07-11-12 0:00,147,0,0,0,0,0,0
45,45,91312432,MIA,AGT,USA,Paraguay,NA_USA_Florida,SA_Paraguay,MIA,AGT,MIA,AGT,MIA-AGT,517,OTROS DG,MIA,BDP INTERNATIONAL INC,BDP INTERNATIONAL INC,03-11-12 0:00,427,2868.9,4479.24,2868.9,4479.24,4479.24,786
45,45,91312454,IAH,PTY,USA,Panama,NA_USA_South,CA_Panama,IAH,PTY,IAH,PTY,IAH-MIA-PTY,97,CONSOLIDADO,HOU,BDP INTERNATIONAL INC,BDP INTERNATIONAL,30-10-12 0:00,940,0,0,658,2367.39,2141.79,940
45,45,91312454,IAH,PTY,USA,Panama,NA_USA_South,CA_Panama,IAH,PTY,IAH,PTY,IAH-MIA-PTY,97,CONSOLIDADO,HOU,BDP INTERNATIONAL INC,BDP INTERNATIONAL,04-11-12 0:00,940,658,2141.79,658,2367.39,2141.79,940
45,45,91312465,JFK,POA,USA,Brazil,NA_USA_NewYork,SA_Brazil_Special,JFK,POA,JFK,POA,JFK-MIA-POA,97,CONSOLIDADO,JFK,BDP INTERNATIONAL INC.,BDP INTERNATIONAL INC.,26-10-12 0:00,681,0,0,2623.28,3916.28,3661.89,680
45,45,91312465,JFK,POA,USA,Brazil,NA_USA_NewYork,SA_Brazil_Special,JFK,POA,JFK,POA,JFK-MIA-POA,97,CONSOLIDADO,JFK,BDP INTERNATIONAL INC.,BDP INTERNATIONAL INC.,02-11-12 0:00,681,2623.28,3661.89,2623.28,3916.28,3661.89,680
0,45,91312535,ORD,GRU,USA,Brazil,NA_USA_Midwest,SA_Brazil_GRU,CHI,GRU,ORD,GRU,ORD-JFK-GRU,1,CARGA GENERAL,CHI,BDP INTERNATIONAL INC,BDP ORD,07-11-12 0:00,461,0,0,0,0,0,0
0,45,91312535,ORD,GRU,USA,Brazil,NA_USA_Midwest,SA_Brazil_GRU,CHI,GRU,ORD,GRU,ORD-JFK-GRU,1,CARGA GENERAL,CHI,BDP INTERNATIONAL INC,BDP ORD,09-11-12 0:00,461,0,0,0,0,0,0
45,45,91312561,IND,SJO,USA,Costa_Rica,NA_USA_Midwest,CA_Costa_Rica,CHI,SJO,IND,SJO,IND-MIA-SJO,1,CARGA GENERAL,IND,BDP INTERNATIONAL INC.,BDP IND,30-10-12 0:00,2,0,0,155,148.8,78.8,2
45,45,91312561,IND,SJO,USA,Costa_Rica,NA_USA_Midwest,CA_Costa_Rica,CHI,SJO,IND,SJO,IND-MIA-SJO,1,CARGA GENERAL,IND,BDP INTERNATIONAL INC.,BDP IND,03-11-12 0:00,2,155,78.8,155,148.8,78.8,2
45,45,91312616,MIA,PTY,USA,Panama,NA_USA_Florida,CA_Panama,MIA,PTY,MIA,PTY,MIA-PTY,97,CONSOLIDADO,MIA,BDP INTERNATIONAL INC,BDP INTERNATIONAL INC,04-11-12 0:00,484,982.8,982.8,982.8,982.8,982.8,107
45,45,91312631,IAH,BOG,USA,Colombia,NA_USA_South,SA_Colombia,IAH,BOG,IAH,BOG,IAH-MIA-BOG,97,CONSOLIDADO,HOU,BDP INTERNATIONAL INC,BDP INTERNATIONAL,01-11-12 0:00,52,0,0,176.72,357.1,334.54,79
45,45,91312631,IAH,BOG,USA,Colombia,NA_USA_South,SA_Colombia,IAH,BOG,IAH,BOG,IAH-MIA-BOG,97,CONSOLIDADO,HOU,BDP INTERNATIONAL INC,BDP INTERNATIONAL,03-11-12 0:00,52,176.72,334.54,176.72,357.1,334.54,79
45,45,91312642,ORD,VCP,USA,Brazil,NA_USA_Midwest,SA_Brazil_VCP,CHI,VCP,ORD,VCP,ORD-MIA-VCP,97,CONSOLIDADO,CHI,BDP INTERNATIONAL INC,BDP,01-11-12 0:00,1826,0,0,3012.9,6440.48,6047.89,1826
45,45,91312642,ORD,VCP,USA,Brazil,NA_USA_Midwest,SA_Brazil_VCP,CHI,VCP,ORD,VCP,ORD-MIA-VCP,97,CONSOLIDADO,CHI,BDP INTERNATIONAL INC,BDP,03-11-12 0:00,1826,3012.9,6047.89,3012.9,6440.48,6047.89,1826
45,45,91312653,ORD,VCP,USA,Brazil,NA_USA_Midwest,SA_Brazil_VCP,CHI,VCP,ORD,VCP,ORD-MIA-VCP,97,CONSOLIDADO,CHI,BDP INTERNATIONAL INC,BDP,01-11-12 0:00,39,0,0,300.3,414.59,379.59,39
45,45,91312653,ORD,VCP,USA,Brazil,NA_USA_Midwest,SA_Brazil_VCP,CHI,VCP,ORD,VCP,ORD-MIA-VCP,97,CONSOLIDADO,CHI,BDP INTERNATIONAL INC,BDP,04-11-12 0:00,39,300.3,379.59,300.3,414.59,379.59,39
45,45,91312675,ORD,GYE,USA,Ecuador,NA_USA_Midwest,SA_Ecuador_GYE,CHI,GYE,ORD,GYE,ORD-JFK-GYE,97,CONSOLIDADO,CHI,BDP INTERNATIONAL INC,BDP INTERNATIONAL INC,03-11-12 0:00,591,0,0,399.75,383.76,329.16,178
45,45,91312675,ORD,GYE,USA,Ecuador,NA_USA_Midwest,SA_Ecuador_GYE,CHI,GYE,ORD,GYE,ORD-JFK-GYE,97,CONSOLIDADO,CHI,BDP INTERNATIONAL INC,BDP INTERNATIONAL INC,04-11-12 0:00,591,399.75,329.16,399.75,383.76,329.16,178
45,45,91312686,LAX,SCL,USA,Chile,NA_USA_West,SA_Chile,LAX,SCL,LAX,SCL,LAX-LIM-SCL,97,CONSOLIDADO,LAX,BDP INTERNATIONAL INC,BDP INTERNATIONAL INC,01-11-12 0:00,640,"8,875,725",2077.2,930.9,2178.6,2178.6,337
45,45,91312686,LAX,SCL,USA,Chile,NA_USA_West,SA_Chile,LAX,SCL,LAX,SCL,LAX-LIM-SCL,97,CONSOLIDADO,LAX,BDP INTERNATIONAL INC,BDP INTERNATIONAL INC,02-11-12 0:00,640,"4,332,749",101.4,930.9,2178.6,2178.6,337
45,45,91312690,ORD,VCP,USA,Brazil,NA_USA_Midwest,SA_Brazil_VCP,CHI,VCP,ORD,VCP,ORD-MIA-VCP,97,CONSOLIDADO,CHI,BDP INTERNATIONAL INC,BDP ORD,01-11-12 0:00,249,0,0,448.2,925.92,872.38,249
45,45,91312690,ORD,VCP,USA,Brazil,NA_USA_Midwest,SA_Brazil_VCP,CHI,VCP,ORD,VCP,ORD-MIA-VCP,97,CONSOLIDADO,CHI,BDP INTERNATIONAL INC,BDP ORD,04-11-12 0:00,249,448.2,872.38,448.2,925.92,872.38,249
45,45,91312701,ORD,EZE,USA,Argentina,NA_USA_Midwest,SA_Argentina_EZE,CHI,EZE,ORD,EZE,ORD-MIA-EZE-EZE,617,MISCELANEO (CLASE 9),CHI,BDP INTERNATIONAL INC,BDP INTERNATIONAL INC,02-11-12 0:00,8466,0,0,26244.6,25454.82,23634.63,8466
45,45,91312701,ORD,EZE,USA,Argentina,NA_USA_Midwest,SA_Argentina_EZE,CHI,EZE,ORD,EZE,ORD-MIA-EZE-EZE,617,MISCELANEO (CLASE 9),CHI,BDP INTERNATIONAL INC,BDP INTERNATIONAL INC,04-11-12 0:00,5644,18855.75,16980.59,17496.4,25454.82,23634.63,8466
45,45,91312701,ORD,EZE,USA,Argentina,NA_USA_Midwest,SA_Argentina_EZE,CHI,EZE,ORD,EZE,ORD-MIA-EZE-EZE,617,MISCELANEO (CLASE 9),CHI,BDP INTERNATIONAL INC,BDP INTERNATIONAL INC,04-11-12 0:00,2822,"6,761,456","6,089,043",8748.2,25454.82,23634.63,8466
45,45,91312701,ORD,EZE,USA,Argentina,NA_USA_Midwest,SA_Argentina_EZE,CHI,EZE,ORD,EZE,ORD-MIA-EZE-EZE,617,MISCELANEO (CLASE 9),CHI,BDP INTERNATIONAL INC,BDP INTERNATIONAL INC,06-11-12 0:00,2822,"6,273,929",565,8748.2,25454.82,23634.63,8466
0,45,91312712,JFK,EZE,USA,Argentina,NA_USA_NewYork,SA_Argentina_EZE,JFK,EZE,JFK,EZE,JFK-LIM-EZE,1,CARGA GENERAL,JFK,BDP INTERNATIONAL INC.,BDP INTERNATIONAL INC.,06-11-12 0:00,1000,0,0,0,0,0,0
0,45,91312712,JFK,EZE,USA,Argentina,NA_USA_NewYork,SA_Argentina_EZE,JFK,EZE,JFK,EZE,JFK-LIM-EZE,1,CARGA GENERAL,JFK,BDP INTERNATIONAL INC.,BDP INTERNATIONAL INC.,06-11-12 0:00,1000,0,0,0,0,0,0
45,45,91312745,IND,SJO,USA,Costa_Rica,NA_USA_Midwest,CA_Costa_Rica,CHI,SJO,IND,SJO,IND-MIA-SJO,1,CARGA GENERAL,IND,BDP INTERNATIONAL INC.,BDP,02-11-12 0:00,16,0,0,155.05,148.85,78.85,16
45,45,91312745,IND,SJO,USA,Costa_Rica,NA_USA_Midwest,CA_Costa_Rica,CHI,SJO,IND,SJO,IND-MIA-SJO,1,CARGA GENERAL,IND,BDP INTERNATIONAL INC.,BDP,06-11-12 0:00,16,155.05,78.85,155.05,148.85,78.85,16
