codemp,prfawb,numawb,oriawb,desawb,OrgPais,DestPais,ZonaOrig,ZonaDest,OficinaOriCap,OficinaDesCap,PosOri,PosDes,Tramos,codpro,dsc_producto,posage,NomAge,NomShp,FecVue,ChWei_BK,GrRev,NetRev,GrossRevSinProrr,SalesRevSinProrr,NetRevSinProrr,GrWeiTotAWB
0,45,90910746,CLE,GYE,USA,Ecuador,NA_USA_Midwest,SA_Ecuador_GYE,CHI,GYE,CLE,GYE,CLE-ORD-JFK-GYE,1,CARGA GENERAL,CLE,DHL DANZAS AIR OCEAN DBA DANZAS AEI INC,DHL CLE,02-11-12 0:00,35,0,0,0,0,0,0
0,45,90910746,CLE,GYE,USA,Ecuador,NA_USA_Midwest,SA_Ecuador_GYE,CHI,GYE,CLE,GYE,CLE-ORD-JFK-GYE,1,CARGA GENERAL,CLE,DHL DANZAS AIR OCEAN DBA DANZAS AEI INC,DHL CLE,03-11-12 0:00,35,0,0,0,0,0,0
0,45,90910750,CLE,GYE,USA,Ecuador,NA_USA_Midwest,SA_Ecuador_GYE,CHI,GYE,CLE,GYE,CLE-ORD-JFK-GYE,1,CARGA GENERAL,CLE,DHL DANZAS AIR OCEAN DBA DANZAS AEI INC,DHL CLE,01-11-12 0:00,135,0,0,0,0,0,0
0,45,90910750,CLE,GYE,USA,Ecuador,NA_USA_Midwest,SA_Ecuador_GYE,CHI,GYE,CLE,GYE,CLE-ORD-JFK-GYE,1,CARGA GENERAL,CLE,DHL DANZAS AIR OCEAN DBA DANZAS AEI INC,DHL CLE,02-11-12 0:00,135,0,0,0,0,0,0
0,45,90910750,CLE,GYE,USA,Ecuador,NA_USA_Midwest,SA_Ecuador_GYE,CHI,GYE,CLE,GYE,CLE-ORD-JFK-GYE,1,CARGA GENERAL,CLE,DHL DANZAS AIR OCEAN DBA DANZAS AEI INC,DHL CLE,03-11-12 0:00,135,0,0,0,0,0,0
0,45,90910761,CLE,GYE,USA,Ecuador,NA_USA_Midwest,SA_Ecuador_GYE,CHI,GYE,CLE,GYE,CLE-ORD-JFK-GYE,1,CARGA GENERAL,CLE,DHL DANZAS AIR OCEAN DBA DANZAS AEI INC,DHL CLE,01-11-12 0:00,24,0,0,0,0,0,0
0,45,90910761,CLE,GYE,USA,Ecuador,NA_USA_Midwest,SA_Ecuador_GYE,CHI,GYE,CLE,GYE,CLE-ORD-JFK-GYE,1,CARGA GENERAL,CLE,DHL DANZAS AIR OCEAN DBA DANZAS AEI INC,DHL CLE,02-11-12 0:00,24,0,0,0,0,0,0
0,45,90910761,CLE,GYE,USA,Ecuador,NA_USA_Midwest,SA_Ecuador_GYE,CHI,GYE,CLE,GYE,CLE-ORD-JFK-GYE,1,CARGA GENERAL,CLE,DHL DANZAS AIR OCEAN DBA DANZAS AEI INC,DHL CLE,03-11-12 0:00,24,0,0,0,0,0,0
0,45,90910772,CLE,GYE,USA,Ecuador,NA_USA_Midwest,SA_Ecuador_GYE,CHI,GYE,CLE,GYE,CLE-ORD-JFK-GYE,1,CARGA GENERAL,CLE,DHL DANZAS AIR OCEAN DBA DANZAS AEI INC,DHL DANZAS AIR OCEAN DBA DANZAS AEI INC,02-11-12 0:00,100,0,0,0,0,0,0
0,45,90910772,CLE,GYE,USA,Ecuador,NA_USA_Midwest,SA_Ecuador_GYE,CHI,GYE,CLE,GYE,CLE-ORD-JFK-GYE,1,CARGA GENERAL,CLE,DHL DANZAS AIR OCEAN DBA DANZAS AEI INC,DHL DANZAS AIR OCEAN DBA DANZAS AEI INC,03-11-12 0:00,100,0,0,0,0,0,0
0,45,90910772,CLE,GYE,USA,Ecuador,NA_USA_Midwest,SA_Ecuador_GYE,CHI,GYE,CLE,GYE,CLE-ORD-JFK-GYE,1,CARGA GENERAL,CLE,DHL DANZAS AIR OCEAN DBA DANZAS AEI INC,DHL DANZAS AIR OCEAN DBA DANZAS AEI INC,04-11-12 0:00,100,0,0,0,0,0,0
0,45,90910783,CLE,GYE,USA,Ecuador,NA_USA_Midwest,SA_Ecuador_GYE,CHI,GYE,CLE,GYE,CLE-MIA-GYE,1,CARGA GENERAL,CLE,DHL DANZAS AIR OCEAN DBA DANZAS AEI INC,DHL DANZAS AIR OCEAN DBA DANZAS AEI INC,02-11-12 0:00,45,0,0,0,0,0,0
0,45,90910783,CLE,GYE,USA,Ecuador,NA_USA_Midwest,SA_Ecuador_GYE,CHI,GYE,CLE,GYE,CLE-MIA-GYE,1,CARGA GENERAL,CLE,DHL DANZAS AIR OCEAN DBA DANZAS AEI INC,DHL DANZAS AIR OCEAN DBA DANZAS AEI INC,07-11-12 0:00,45,0,0,0,0,0,0
0,45,90910794,CLE,GYE,USA,Ecuador,NA_USA_Midwest,SA_Ecuador_GYE,CHI,GYE,CLE,GYE,CLE-ORD-JFK-GYE,1,CARGA GENERAL,CLE,DHL DANZAS AIR OCEAN DBA DANZAS AEI INC,DHL DANZAS AIR OCEAN DBA DANZAS AEI INC,02-11-12 0:00,31,0,0,0,0,0,0
0,45,90910794,CLE,GYE,USA,Ecuador,NA_USA_Midwest,SA_Ecuador_GYE,CHI,GYE,CLE,GYE,CLE-ORD-JFK-GYE,1,CARGA GENERAL,CLE,DHL DANZAS AIR OCEAN DBA DANZAS AEI INC,DHL DANZAS AIR OCEAN DBA DANZAS AEI INC,03-11-12 0:00,31,0,0,0,0,0,0
0,45,90910794,CLE,GYE,USA,Ecuador,NA_USA_Midwest,SA_Ecuador_GYE,CHI,GYE,CLE,GYE,CLE-ORD-JFK-GYE,1,CARGA GENERAL,CLE,DHL DANZAS AIR OCEAN DBA DANZAS AEI INC,DHL DANZAS AIR OCEAN DBA DANZAS AEI INC,04-11-12 0:00,31,0,0,0,0,0,0
45,45,90917481,MIA,SCL,USA,Chile,NA_USA_Florida,SA_Chile,MIA,SCL,MIA,SCL,MIA-SCL,97,CONSOLIDADO,MIA,UPS SUPPLY CHAIN SOLUTIONS INC,UPS SUPPLY CHAIN SOLUTIONS INC,01-11-12 0:00,2004,2911.2,7459.3,2911.2,7459.3,7459.3,1272.4
45,45,90918656,LAX,GRU,USA,Brazil,NA_USA_West,SA_Brazil_GRU,LAX,GRU,LAX,GRU,LAX-SCL-GRU,513,OTROS FRUTAS / FLORES / VEGETALES,LAX,"ABLE FREIGHT SERVICES, INC.","ABLE FREIGHT SERVICES, INC.",02-11-12 0:00,2000,"1,222,432",1241.03,2300.53,2335.53,2335.53,2146
45,45,90918656,LAX,GRU,USA,Brazil,NA_USA_West,SA_Brazil_GRU,LAX,GRU,LAX,GRU,LAX-SCL-GRU,513,OTROS FRUTAS / FLORES / VEGETALES,LAX,"ABLE FREIGHT SERVICES, INC.","ABLE FREIGHT SERVICES, INC.",03-11-12 0:00,2000,"1,078,098",1094.5,2300.53,2335.53,2335.53,2146
45,45,90918693,LAX,SCL,USA,Chile,NA_USA_West,SA_Chile,LAX,SCL,LAX,SCL,LAX-SCL,513,OTROS FRUTAS / FLORES / VEGETALES,LAX,"ABLE FREIGHT SERVICES, INC.","ABLE FREIGHT SERVICES, INC.",04-11-12 0:00,2000,2299.7,2349.7,2299.7,2349.7,2349.7,2248
45,45,90920480,IAH,UIO,USA,Ecuador,NA_USA_South,SA_Ecuador_UIO,IAH,UIO,IAH,UIO,IAH-MIA-UIO,1,CARGA GENERAL,HOU,"GATEWAY INTERNATIONAL TRANSPORT, INC.","GATEWAY INTERNATIONAL TRANSPORT, INC.",02-11-12 0:00,254,0,0,457.2,445.77,392.43,254
45,45,90920480,IAH,UIO,USA,Ecuador,NA_USA_South,SA_Ecuador_UIO,IAH,UIO,IAH,UIO,IAH-MIA-UIO,1,CARGA GENERAL,HOU,"GATEWAY INTERNATIONAL TRANSPORT, INC.","GATEWAY INTERNATIONAL TRANSPORT, INC.",04-11-12 0:00,254,457.2,392.43,457.2,445.77,392.43,254
45,45,90921224,MIA,PUJ,USA,Dominican_Republic,NA_USA_Florida,CA_Dom_Republic,MIA,PUJ,MIA,PUJ,MIA-PUJ,1,CARGA GENERAL,MIA,HELLMANN WORLDWIDE LOGISTICS INC,RICHEMONT LATIN AMERICA & CARIBBEAN LLC,03-11-12 0:00,217,2469.6,3104.15,2469.6,3104.15,3104.15,193.5
0,45,90921235,MIA,GYE,USA,Ecuador,NA_USA_Florida,SA_Ecuador_GYE,MIA,GYE,MIA,GYE,MIA-CWB-LIM-GYE,525,OTROS VALORADOS,MIA,HELLMANN WORLDWIDE LOGISTICS INC,HELLMANN,05-11-12 0:00,73,0,0,0,0,0,0
0,45,90921235,MIA,GYE,USA,Ecuador,NA_USA_Florida,SA_Ecuador_GYE,MIA,GYE,MIA,GYE,MIA-CWB-LIM-GYE,525,OTROS VALORADOS,MIA,HELLMANN WORLDWIDE LOGISTICS INC,HELLMANN,06-11-12 0:00,73,0,0,0,0,0,0
0,45,90921235,MIA,GYE,USA,Ecuador,NA_USA_Florida,SA_Ecuador_GYE,MIA,GYE,MIA,GYE,MIA-CWB-LIM-GYE,525,OTROS VALORADOS,MIA,HELLMANN WORLDWIDE LOGISTICS INC,HELLMANN,07-11-12 0:00,73,0,0,0,0,0,0
45,45,90921261,MIA,MVD,USA,Uruguay,NA_USA_Florida,SA_Uruguay,MIA,MVD,MIA,MVD,MIA-MVD,617,MISCELANEO (CLASE 9),MIA,HELLMANN WORLDWIDE LOGISTICS INC,RICHEMONT LATIN AMERICA & CARIBBEAN LLC,03-11-12 0:00,2338,3795,8250,3795,8250,8250,2300
45,45,90921272,MIA,SCL,USA,Chile,NA_USA_Florida,SA_Chile,MIA,SCL,MIA,SCL,MIA-SCL,1,CARGA GENERAL,MIA,HELLMANN WORLDWIDE LOGISTICS INC,HELLMANN,05-11-12 0:00,48,254.5,414.5,254.5,414.5,414.5,46.5
45,45,90921283,MIA,MVD,USA,Uruguay,NA_USA_Florida,SA_Uruguay,MIA,MVD,MIA,MVD,MIA-MVD,1,CARGA GENERAL,MIA,HELLMANN WORLDWIDE LOGISTICS INC,RICHEMONT LATIN AMERICA & CARIBBEAN LLC,03-11-12 0:00,134,563.55,1024.3,563.55,1024.3,1024.3,124.5
45,45,90921294,MIA,MVD,USA,Uruguay,NA_USA_Florida,SA_Uruguay,MIA,MVD,MIA,MVD,MIA-MVD,1,CARGA GENERAL,MIA,HELLMANN WORLDWIDE LOGISTICS INC,RICHEMONT LATIN AMERICA & CARIBBEAN LLC,03-11-12 0:00,48,274.5,484.5,274.5,484.5,484.5,30
45,45,90921316,MIA,MVD,USA,Uruguay,NA_USA_Florida,SA_Uruguay,MIA,MVD,MIA,MVD,MIA-MVD,1,CARGA GENERAL,MIA,HELLMANN WORLDWIDE LOGISTICS INC,RICHEMONT LATIN AMERICA & CARIBBEAN LLC,03-11-12 0:00,586,1475.88,2663.68,1475.88,2663.68,2663.68,442.5
0,45,90921320,MIA,GYE,USA,Ecuador,NA_USA_Florida,SA_Ecuador_GYE,MIA,GYE,MIA,GYE,MIA-GYE,97,CONSOLIDADO,MIA,HELLMANN WORLDWIDE LOGISTICS INC,HELLMANN WORLDWIDE LOGISTICS INC,07-11-12 0:00,75,0,0,0,0,0,0
45,45,90921331,MIA,SCL,USA,Chile,NA_USA_Florida,SA_Chile,MIA,SCL,MIA,SCL,MIA-SCL,1,CARGA GENERAL,MIA,HELLMANN WORLDWIDE LOGISTICS INC,HELLMANN WORLDWIDE LOGISTICS INC,05-11-12 0:00,67,351.21,543.51,351.21,543.51,543.51,56
45,45,90922510,IAD,SCL,USA,Chile,NA_USA_NorthEast,SA_Chile,JFK,SCL,IAD,SCL,IAD-JFK-SCL,97,CONSOLIDADO,IAD,SDV USA INC,SDV,02-11-12 0:00,2,0,0,75,175,140,1
45,45,90922510,IAD,SCL,USA,Chile,NA_USA_NorthEast,SA_Chile,JFK,SCL,IAD,SCL,IAD-JFK-SCL,97,CONSOLIDADO,IAD,SDV USA INC,SDV,03-11-12 0:00,2,75,140,75,175,140,1
45,45,90924595,JFK,GRU,USA,Brazil,NA_USA_NewYork,SA_Brazil_GRU,JFK,GRU,JFK,GRU,JFK-GRU,97,CONSOLIDADO,JFK,MOHAWK CUSTOMS AND SHIPPING CORP,MOHAWK CUSTOMS AND SHIPPING CORP,03-11-12 0:00,1432,1331.76,4015.96,1331.76,4015.96,4015.96,1432
0,45,90924632,JFK,GIG,USA,Brazil,NA_USA_NewYork,SA_Brazil_GIG,JFK,GIG,JFK,GIG,JFK-GIG,1,CARGA GENERAL,JFK,MOHAWK CUSTOMS AND SHIPPING CORP,MOHAWK CUSTOMS AND SHIPPING CORP,07-11-12 0:00,64,0,0,0,0,0,0
0,45,90925192,ORD,VCP,USA,Brazil,NA_USA_Midwest,SA_Brazil_VCP,CHI,VCP,ORD,VCP,ORD-MIA-VCP,97,CONSOLIDADO,CHI,EXPEDITORS INTL OF WASHINGTON INC,EXPEDITORS - 3M DG,03-11-12 0:00,6,0,0,0,0,0,0
0,45,90925192,ORD,VCP,USA,Brazil,NA_USA_Midwest,SA_Brazil_VCP,CHI,VCP,ORD,VCP,ORD-MIA-VCP,97,CONSOLIDADO,CHI,EXPEDITORS INTL OF WASHINGTON INC,EXPEDITORS - 3M DG,05-11-12 0:00,6,0,0,0,0,0,0
0,45,90925354,ORD,VCP,USA,Brazil,NA_USA_Midwest,SA_Brazil_VCP,CHI,VCP,ORD,VCP,ORD-MIA-VCP,97,CONSOLIDADO,CHI,EXPEDITORS INTL OF WASHINGTON INC,EXPEDITORS - DEERE,03-11-12 0:00,1551,0,0,0,0,0,0
0,45,90925354,ORD,VCP,USA,Brazil,NA_USA_Midwest,SA_Brazil_VCP,CHI,VCP,ORD,VCP,ORD-MIA-VCP,97,CONSOLIDADO,CHI,EXPEDITORS INTL OF WASHINGTON INC,EXPEDITORS - DEERE,05-11-12 0:00,1551,0,0,0,0,0,0
0,45,90925881,ORD,VCP,USA,Brazil,NA_USA_Midwest,SA_Brazil_VCP,CHI,VCP,ORD,VCP,ORD-MIA-VCP,517,OTROS DG,CHI,EXPEDITORS INTL OF WASHINGTON INC,3M,06-11-12 0:00,259,0,0,0,0,0,0
0,45,90925881,ORD,VCP,USA,Brazil,NA_USA_Midwest,SA_Brazil_VCP,CHI,VCP,ORD,VCP,ORD-MIA-VCP,517,OTROS DG,CHI,EXPEDITORS INTL OF WASHINGTON INC,3M,09-11-12 0:00,259,0,0,0,0,0,0
45,45,90926393,MIA,GRU,USA,Brazil,NA_USA_Florida,SA_Brazil_GRU,MIA,GRU,MIA,GRU,MIA-GRU,97,CONSOLIDADO,MIA,AIR MARINE FORWARDERS INC,AIR MARINE FORWARDERS INC,02-11-12 0:00,1269,1015.2,3397.85,1015.2,3397.85,3397.85,1269
45,45,90929731,LAX,GRU,USA,Brazil,NA_USA_West,SA_Brazil_GRU,LAX,GRU,LAX,GRU,LAX-SCL-GRU,97,CONSOLIDADO,LAX,EXPEDITORS INTL OF WASHINGTON INC,EXPEDITORS INTL OF WASHINGTON INC,04-11-12 0:00,100,"1,837,852",401.5,195,426,426,57.5
45,45,90929731,LAX,GRU,USA,Brazil,NA_USA_West,SA_Brazil_GRU,LAX,GRU,LAX,GRU,LAX-SCL-GRU,97,CONSOLIDADO,LAX,EXPEDITORS INTL OF WASHINGTON INC,EXPEDITORS INTL OF WASHINGTON INC,05-11-12 0:00,100,"1,121,479",24.5,195,426,426,57.5
45,45,90929775,LAX,GRU,USA,Brazil,NA_USA_West,SA_Brazil_GRU,LAX,GRU,LAX,GRU,LAX-SCL-GRU,97,CONSOLIDADO,LAX,EXPEDITORS INTL OF WASHINGTON INC,EXPEDITORS INTL OF WASHINGTON INC,01-11-12 0:00,186,"3,186,949",651.8,362.7,741.8,741.8,186
45,45,90929775,LAX,GRU,USA,Brazil,NA_USA_West,SA_Brazil_GRU,LAX,GRU,LAX,GRU,LAX-SCL-GRU,97,CONSOLIDADO,LAX,EXPEDITORS INTL OF WASHINGTON INC,EXPEDITORS INTL OF WASHINGTON INC,02-11-12 0:00,186,"4,400,512",90,362.7,741.8,741.8,186
45,45,90929834,LAX,LIM,USA,Peru,NA_USA_West,SA_Peru,LAX,LIM,LAX,LIM,LAX-LIM,97,CONSOLIDADO,LAX,EXPEDITORS INTL OF WASHINGTON INC,EXPEDITORS INTL OF WASHINGTON INC,04-11-12 0:00,378,737.1,1501.4,737.1,1501.4,1501.4,378
0,45,90931470,LAX,EZE,USA,Argentina,NA_USA_West,SA_Argentina_EZE,LAX,EZE,LAX,EZE,LAX-MIA-EZE,97,CONSOLIDADO,LAX,KUEHNE & NAGEL INC,KUEHNE & NAGEL INC,28-08-12 0:00,1670,0,0,0,0,0,0
0,45,90931470,LAX,EZE,USA,Argentina,NA_USA_West,SA_Argentina_EZE,LAX,EZE,LAX,EZE,LAX-MIA-EZE,97,CONSOLIDADO,LAX,KUEHNE & NAGEL INC,KUEHNE & NAGEL INC,06-11-12 0:00,1670,0,0,0,0,0,0
45,45,90932800,JFK,SCL,USA,Chile,NA_USA_NewYork,SA_Chile,JFK,SCL,JFK,SCL,JFK-SCL,97,CONSOLIDADO,JFK,UTI UNITED STATES INC,UTI UNITED STATES INC,04-11-12 0:00,501,2745.6,5981.31,2745.6,5981.31,5981.31,1100
0,45,90933791,ATL,COR,USA,Argentina,NA_USA_SouthEast,SA_Argentina_COR,ATL,COR,ATL,COR,ATL-JFK-SCL-COR,1,CARGA GENERAL,ATL,GEODIS WILSON USA INC,ODIS ATL,06-11-12 0:00,116,0,0,0,0,0,0
0,45,90933791,ATL,COR,USA,Argentina,NA_USA_SouthEast,SA_Argentina_COR,ATL,COR,ATL,COR,ATL-JFK-SCL-COR,1,CARGA GENERAL,ATL,GEODIS WILSON USA INC,ODIS ATL,08-11-12 0:00,116,0,0,0,0,0,0
0,45,90933791,ATL,COR,USA,Argentina,NA_USA_SouthEast,SA_Argentina_COR,ATL,COR,ATL,COR,ATL-JFK-SCL-COR,1,CARGA GENERAL,ATL,GEODIS WILSON USA INC,ODIS ATL,11-11-12 0:00,116,0,0,0,0,0,0
45,45,90934056,MIA,SCL,USA,Chile,NA_USA_Florida,SA_Chile,MIA,SCL,MIA,SCL,MIA-SCL,1,CARGA GENERAL,QFF,GEODIS WILSON USA INC,DEFENSE TECHNOLOGY EQUIPMENT INC.,03-11-12 0:00,58,306.82,480.42,306.82,480.42,480.42,58
0,45,90934126,MIA,SCL,USA,Chile,NA_USA_Florida,SA_Chile,MIA,SCL,MIA,SCL,MIA-SCL,1,CARGA GENERAL,QFF,GEODIS WILSON USA INC,GEODIS WILSON USA INC,05-11-12 0:00,68,0,0,0,0,0,0
45,45,90935375,ORD,ROS,USA,Argentina,NA_USA_Midwest,SA_Argentina_ROS,CHI,ROS,ORD,ROS,ORD-JFK-SCL-ROS,1,CARGA GENERAL,CHI,C.H. ROBINSON COMPANY,C.H. ROBINSON,24-10-12 0:00,136,0,0,659.6,733.22,695.14,136
45,45,90935375,ORD,ROS,USA,Argentina,NA_USA_Midwest,SA_Argentina_ROS,CHI,ROS,ORD,ROS,ORD-JFK-SCL-ROS,1,CARGA GENERAL,CHI,C.H. ROBINSON COMPANY,C.H. ROBINSON,26-10-12 0:00,136,659.6,695.14,659.6,733.22,695.14,136
45,45,90935375,ORD,ROS,USA,Argentina,NA_USA_Midwest,SA_Argentina_ROS,CHI,ROS,ORD,ROS,ORD-JFK-SCL-ROS,1,CARGA GENERAL,CHI,C.H. ROBINSON COMPANY,C.H. ROBINSON,02-11-12 0:00,136,0,0,659.6,733.22,695.14,136
45,45,90935445,ORD,SCL,USA,Chile,NA_USA_Midwest,SA_Chile,CHI,SCL,ORD,SCL,ORD-MIA-SCL,1,CARGA GENERAL,CHI,C.H. ROBINSON COMPANY,C.H. ROBINSON COMPANY,30-10-12 0:00,822,0,0,1438.5,2951.66,2774.93,581
45,45,90935445,ORD,SCL,USA,Chile,NA_USA_Midwest,SA_Chile,CHI,SCL,ORD,SCL,ORD-MIA-SCL,1,CARGA GENERAL,CHI,C.H. ROBINSON COMPANY,C.H. ROBINSON COMPANY,05-11-12 0:00,822,1438.5,2774.93,1438.5,2951.66,2774.93,581
45,45,90935456,ORD,EZE,USA,Argentina,NA_USA_Midwest,SA_Argentina_EZE,CHI,EZE,ORD,EZE,ORD-MIA-EZE,512,SEMILLAS,CHI,C.H. ROBINSON COMPANY,CH ROBINSON - SEEDS,31-10-12 0:00,172,0,0,720.03,829.11,791.81,117
45,45,90935456,ORD,EZE,USA,Argentina,NA_USA_Midwest,SA_Argentina_EZE,CHI,EZE,ORD,EZE,ORD-MIA-EZE,512,SEMILLAS,CHI,C.H. ROBINSON COMPANY,CH ROBINSON - SEEDS,02-11-12 0:00,172,720.03,791.81,720.03,829.11,791.81,117
45,45,90935460,ORD,SCL,USA,Chile,NA_USA_Midwest,SA_Chile,CHI,SCL,ORD,SCL,ORD-MIA-SCL,512,SEMILLAS,CHI,C.H. ROBINSON COMPANY,CH ROBINSON SEEDS,31-10-12 0:00,346,0,0,1437.98,1456.15,1381.65,293
45,45,90935460,ORD,SCL,USA,Chile,NA_USA_Midwest,SA_Chile,CHI,SCL,ORD,SCL,ORD-MIA-SCL,512,SEMILLAS,CHI,C.H. ROBINSON COMPANY,CH ROBINSON SEEDS,03-11-12 0:00,346,1437.98,1381.65,1437.98,1456.15,1381.65,293
0,45,90935471,ORD,EZE,USA,Argentina,NA_USA_Midwest,SA_Argentina_EZE,CHI,EZE,ORD,EZE,ORD-MIA-EZE,97,CONSOLIDADO,CHI,C.H. ROBINSON COMPANY,CHRI CHICAGO,30-10-12 0:00,3804,0,0,0,0,0,0
0,45,90935471,ORD,EZE,USA,Argentina,NA_USA_Midwest,SA_Argentina_EZE,CHI,EZE,ORD,EZE,ORD-MIA-EZE,97,CONSOLIDADO,CHI,C.H. ROBINSON COMPANY,CHRI CHICAGO,07-11-12 0:00,3804,0,0,0,0,0,0
45,45,90935482,ORD,EZE,USA,Argentina,NA_USA_Midwest,SA_Argentina_EZE,CHI,EZE,ORD,EZE,ORD-MIA-EZE,512,SEMILLAS,CHI,C.H. ROBINSON COMPANY,CH ROBINSON - SEEDS,31-10-12 0:00,172,0,0,720.03,829.11,791.81,49
45,45,90935482,ORD,EZE,USA,Argentina,NA_USA_Midwest,SA_Argentina_EZE,CHI,EZE,ORD,EZE,ORD-MIA-EZE,512,SEMILLAS,CHI,C.H. ROBINSON COMPANY,CH ROBINSON - SEEDS,02-11-12 0:00,172,720.03,791.81,720.03,829.11,791.81,49
45,45,90935493,ORD,SCL,USA,Chile,NA_USA_Midwest,SA_Chile,CHI,SCL,ORD,SCL,ORD-MIA-SCL,512,SEMILLAS,CHI,C.H. ROBINSON COMPANY,CH ROBINSON - SEEDS,02-11-12 0:00,519,0,0,2156,2158.25,2046.56,149
45,45,90935493,ORD,SCL,USA,Chile,NA_USA_Midwest,SA_Chile,CHI,SCL,ORD,SCL,ORD-MIA-SCL,512,SEMILLAS,CHI,C.H. ROBINSON COMPANY,CH ROBINSON - SEEDS,04-11-12 0:00,519,2156,2046.56,2156,2158.25,2046.56,149
45,45,90935504,ORD,SCL,USA,Chile,NA_USA_Midwest,SA_Chile,CHI,SCL,ORD,SCL,ORD-MIA-SCL,1,CARGA GENERAL,CHI,C.H. ROBINSON COMPANY,CH ROBINSON - SEEDS,02-11-12 0:00,1212,0,0,5507.05,5434.97,5149.66,503
45,45,90935504,ORD,SCL,USA,Chile,NA_USA_Midwest,SA_Chile,CHI,SCL,ORD,SCL,ORD-MIA-SCL,1,CARGA GENERAL,CHI,C.H. ROBINSON COMPANY,CH ROBINSON - SEEDS,04-11-12 0:00,1212,5507.05,5149.66,5507.05,5434.97,5149.66,503
45,45,90935515,ORD,SCL,USA,Chile,NA_USA_Midwest,SA_Chile,CHI,SCL,ORD,SCL,ORD-MIA-SCL,512,SEMILLAS,CHI,C.H. ROBINSON COMPANY,CH ROBINSON - SEEDS,02-11-12 0:00,693,0,0,2876,2862.24,2713.24,217
45,45,90935515,ORD,SCL,USA,Chile,NA_USA_Midwest,SA_Chile,CHI,SCL,ORD,SCL,ORD-MIA-SCL,512,SEMILLAS,CHI,C.H. ROBINSON COMPANY,CH ROBINSON - SEEDS,04-11-12 0:00,693,2876,2713.24,2876,2862.24,2713.24,217
45,45,90935526,ORD,SCL,USA,Chile,NA_USA_Midwest,SA_Chile,CHI,SCL,ORD,SCL,ORD-MIA-SCL,512,SEMILLAS,CHI,C.H. ROBINSON COMPANY,CH ROBINSON - SEEDS,02-11-12 0:00,172,0,0,720,754.08,716.78,53
45,45,90935526,ORD,SCL,USA,Chile,NA_USA_Midwest,SA_Chile,CHI,SCL,ORD,SCL,ORD-MIA-SCL,512,SEMILLAS,CHI,C.H. ROBINSON COMPANY,CH ROBINSON - SEEDS,04-11-12 0:00,172,720,716.78,720,754.08,716.78,53
0,45,90935541,ORD,BOG,USA,Colombia,NA_USA_Midwest,SA_Colombia,CHI,BOG,ORD,BOG,ORD-MIA-BOG,1,CARGA GENERAL,CHI,C.H. ROBINSON COMPANY,CHRI,05-11-12 0:00,414,0,0,0,0,0,0
0,45,90935541,ORD,BOG,USA,Colombia,NA_USA_Midwest,SA_Colombia,CHI,BOG,ORD,BOG,ORD-MIA-BOG,1,CARGA GENERAL,CHI,C.H. ROBINSON COMPANY,CHRI,08-11-12 0:00,414,0,0,0,0,0,0
0,45,90935552,ORD,ROS,USA,Argentina,NA_USA_Midwest,SA_Argentina_ROS,CHI,ROS,ORD,ROS,ORD-JFK-SCL-ROS,1,CARGA GENERAL,CHI,C.H. ROBINSON COMPANY,CHRI,02-11-12 0:00,435,0,0,0,0,0,0
0,45,90935552,ORD,ROS,USA,Argentina,NA_USA_Midwest,SA_Argentina_ROS,CHI,ROS,ORD,ROS,ORD-JFK-SCL-ROS,1,CARGA GENERAL,CHI,C.H. ROBINSON COMPANY,CHRI,03-11-12 0:00,435,0,0,0,0,0,0
0,45,90935552,ORD,ROS,USA,Argentina,NA_USA_Midwest,SA_Argentina_ROS,CHI,ROS,ORD,ROS,ORD-JFK-SCL-ROS,1,CARGA GENERAL,CHI,C.H. ROBINSON COMPANY,CHRI,09-11-12 0:00,435,0,0,0,0,0,0
0,45,90936926,LAX,GYE,USA,Ecuador,NA_USA_West,SA_Ecuador_GYE,LAX,GYE,LAX,GYE,LAX-MIA-GYE,1,CARGA GENERAL,LAX,DACHSER TRANSPORT OF AMERICA,DACHSER TRANSPORT OF AMERICA,06-11-12 0:00,976,0,0,0,0,0,0
0,45,90936926,LAX,GYE,USA,Ecuador,NA_USA_West,SA_Ecuador_GYE,LAX,GYE,LAX,GYE,LAX-MIA-GYE,1,CARGA GENERAL,LAX,DACHSER TRANSPORT OF AMERICA,DACHSER TRANSPORT OF AMERICA,11-11-12 0:00,976,0,0,0,0,0,0
45,45,90936963,LAX,VCP,USA,Brazil,NA_USA_West,SA_Brazil_VCP,LAX,VCP,LAX,VCP,LAX-MEX-VCP,1,CARGA GENERAL,LAX,DACHSER TRANSPORT OF AMERICA,DACHSER TRANSPORT OF AMERICA,05-11-12 0:00,48,"3,521,963",55.2,249.6,391.2,391.2,48
45,45,90936963,LAX,VCP,USA,Brazil,NA_USA_West,SA_Brazil_VCP,LAX,VCP,LAX,VCP,LAX-MEX-VCP,1,CARGA GENERAL,LAX,DACHSER TRANSPORT OF AMERICA,DACHSER TRANSPORT OF AMERICA,07-11-12 0:00,48,"2,143,804",336,249.6,391.2,391.2,48
0,45,90936974,LAX,VCP,USA,Brazil,NA_USA_West,SA_Brazil_VCP,LAX,VCP,LAX,VCP,LAX-MEX-VCP,97,CONSOLIDADO,LAX,DACHSER TRANSPORT OF AMERICA,DACHSER TRANSPORT OF AMERICA,06-11-12 0:00,26,0,0,0,0,0,0
