codemp,prfawb,numawb,oriawb,desawb,OrgPais,DestPais,ZonaOrig,ZonaDest,OficinaOriCap,OficinaDesCap,PosOri,PosDes,tramo,escala,codpro,dsc_producto,codage,posage,NomAge,codshp,posshp,NomShp,dnmvue,numvue,tipvue,FecVue,FchDsp,FchEta,ChWei_BK,GrWei_BK,chwei_awb,grwei_awb,chwei,grwei,HayWhr,GrRev,NetRev,CostoAllot,Interl,Comision,Others_Incomes,DueCarrier,GrossRevSinProrr,SalesRevSinProrr,NetRevSinProrr,matricula,material,Tramos,ChWeiTotAWB,GrWeiTotAWB,TipoServicio,PasaSCL,PasaMIA,PasaLAX,PasaJFK,PasaMEX,PasaGDL,Actualizacion,shsh,prioCpty,FeedbackOp,TipVueRCP,TpotarBk,StsRva,FchWhr,Bode,Piezas,Piezas_BK
45,417,11175474,MIA,EZE,USA,Argentina,NA_USA_Florida,SA_Argentina_EZE,MIA,EZE,MIA,SCL,1,1,97,CONSOLIDADO,628487,SAO,BRINGER AIR CARGO TAXI AEREO LTDA,2177,MIA,NNR GLOBAL LOGISTICS USA INC,RF,769,C,04-11-12 0:00,04-11-12 15:27,05-11-12 1:33,75,75,78,66,72.33,66,1,231.41,353,0,0,0,0,0,237.9,362.9,362.9,N422LA,B767-300F,MIA-SCL-EZE,78,66,only Cargo,YES,YES,NO,NO,NO,NO,06-11-12 3:36,1,98,CHANGED BY PVIDAL/SCLSV004 05/nov/2012 02:07,,PESO,Flown,11-02-12 21:06,MIA,1,1
45,417,11175474,MIA,EZE,USA,Argentina,NA_USA_Florida,SA_Argentina_EZE,MIA,EZE,SCL,EZE,2,2,97,CONSOLIDADO,628487,SAO,BRINGER AIR CARGO TAXI AEREO LTDA,2177,MIA,NNR GLOBAL LOGISTICS USA INC,RF,571,C,05-11-12 0:00,05-11-12 2:28,05-11-12 4:15,75,75,78,66,72.33,66,1,"6,489,969",9.9,0,0,0,0,0,237.9,362.9,362.9,N422LA,B767-300F,MIA-SCL-EZE,78,66,only Cargo,YES,YES,NO,NO,NO,NO,06-11-12 3:36,1,,,,PESO,Flown,11-02-12 21:06,MIA,1,1
549,417,11175511,MIA,CWB,USA,Brazil,NA_USA_Florida,SA_Brazil_Special,MIA,CWB,MIA,VCP,1,1,97,CONSOLIDADO,628487,SAO,BRINGER AIR CARGO TAXI AEREO LTDA,791235,D44,BRINGER,RF,751,C,27-10-12 0:00,26-10-12 21:36,27-10-12 8:08,2251,2250,2238,2238,2239,2239,1,8056.8,7855.41,0,"-291,390,005,795,966",0,0,0,8056.8,8146.8,7855.41,N422LA,B767-300F,MIA-VCP-CWB,2238,2238,Standard,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,,,,PESO,Flown,10/24/2012 19:41:00,MIA,10,11
549,417,11175511,MIA,CWB,USA,Brazil,NA_USA_Florida,SA_Brazil_Special,MIA,CWB,VCP,CWB,2,2,97,CONSOLIDADO,628487,SAO,BRINGER AIR CARGO TAXI AEREO LTDA,791235,D44,BRINGER,TWC,1030,T,01-11-12 0:00,01-11-12 10:00,01-11-12 19:00,2251,2250,2238,2238,2239,2239,1,0,0,0,0,0,0,0,8056.8,8146.8,7855.41,,,MIA-VCP-CWB,2238,2238,Standard,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,1,,,PESO,Flown,10/24/2012 19:41:00,MIA,10,11
45,417,11175942,MIA,VCP,USA,Brazil,NA_USA_Florida,SA_Brazil_VCP,MIA,VCP,MIA,VCP,1,1,97,CONSOLIDADO,628487,SAO,BRINGER AIR CARGO TAXI AEREO LTDA,977438,D44,BRINGER AIR CARGO TAXI AEREO LTDA,M3,9835,C,04-11-12 0:00,04-11-12 2:44,04-11-12 16:15,1503,1500,799,599,798.37,601,1,2357.05,2392.05,0,0,0,0,0,2357.05,2392.05,2392.05,N524LA,B767-300F,MIA-VCP,799,599,only Cargo,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,1,,,PESO,Flown,11-03-12 11:55,MIA,3,2
549,417,11176104,MIA,VIX,USA,Brazil,NA_USA_Florida,SA_Brazil_Special,MIA,VIX,MIA,VIX,1,1,97,CONSOLIDADO,628487,SAO,BRINGER AIR CARGO TAXI AEREO LTDA,908894,D44,BRINGER,M3,8431,C,01-11-12 0:00,01-11-12 3:25,01-11-12 15:54,5000,5000,4872,3240,4458.43,3217,1,20218.8,20253.8,0,0,0,0,0,20218.8,20253.8,20253.8,PR-ABB,B767-300F,MIA-VIX,4872,3240,Standard,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,1,,,PESO,Flown,10/31/2012 19:23:00,MIA,26,1
549,417,11176130,MIA,POA,USA,Brazil,NA_USA_Florida,SA_Brazil_Special,MIA,POA,MIA,POA,1,1,97,CONSOLIDADO,628487,SAO,BRINGER AIR CARGO TAXI AEREO LTDA,925154,D44,BRINGER,RF,741,C,02-11-12 0:00,02-11-12 1:47,02-11-12 8:45,334,240,333,240,269.66,244,1,1298.7,1388.7,0,0,0,0,0,1298.7,1388.7,1388.7,N422LA,B767-300F,MIA-POA,333,240,Standard,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,3,,,PESO,Flown,10/31/2012 19:56:00,MIA,32,32
549,417,11176152,MIA,POA,USA,Brazil,NA_USA_Florida,SA_Brazil_Special,MIA,POA,MIA,POA,1,1,97,CONSOLIDADO,628487,SAO,BRINGER AIR CARGO TAXI AEREO LTDA,2521,MIA,BRINGER CORPORATION,RF,711,C,05-11-12 0:00,05-11-12 7:00,05-11-12 18:39,768,628,744,628,733.89,643,1,2901.6,2955.6,0,0,0,0,0,2901.6,2955.6,2955.6,CC-CZZ,B767-300F,MIA-POA,744,628,Standard,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,1,,,PESO,Flown,11-02-12 20:57,MIA,17,17
549,417,11176163,MIA,VIX,USA,Brazil,NA_USA_Florida,SA_Brazil_Special,MIA,VIX,MIA,VCP,1,1,97,CONSOLIDADO,628487,SAO,BRINGER AIR CARGO TAXI AEREO LTDA,2521,MIA,BRINGER CORPORATION,UC,1713,C,05-11-12 0:00,05-11-12 5:57,05-11-12 18:44,293,293,293,293,293,293,1,1215.95,1250.95,0,0,0,0,0,1215.95,1250.95,1250.95,N312LA,B767-300F,MIA-VCP-VIX,293,293,Standard,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,,,,PESO,Flown,11-02-12 17:28,MIA,1,1
549,417,11176163,MIA,VIX,USA,Brazil,NA_USA_Florida,SA_Brazil_Special,MIA,VIX,VCP,VIX,2,2,97,CONSOLIDADO,628487,SAO,BRINGER AIR CARGO TAXI AEREO LTDA,2521,MIA,BRINGER CORPORATION,,,?,06-11-12 0:00,06-11-12 0:00,06-11-12 0:00,293,293,293,293,293,293,1,0,0,0,0,0,0,0,1215.95,1250.95,1250.95,,,MIA-VCP-VIX,293,293,Standard,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,,,,PESO,Pending,11-02-12 17:28,MIA,1,1
549,417,11176185,MIA,VIX,USA,Brazil,NA_USA_Florida,SA_Brazil_Special,MIA,VIX,MIA,VCP,1,1,97,CONSOLIDADO,628487,SAO,BRINGER AIR CARGO TAXI AEREO LTDA,628487,SAO,BRINGER AIR CARGO TAXI AEREO LTDA,UC,1713,C,05-11-12 0:00,05-11-12 5:57,05-11-12 18:44,547.2,"546,206,896,551,724",435,432,"429,020,689,655,172","429,020,689,655,172",1,"1,798,895","1,833,772",0,0,0,0,0,1805.25,1840.25,1840.25,N312LA,B767-300F,MIA-VCP-VIX,435,435,Standard,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,,,,PESO,Flown,11-02-12 17:28,MIA,1,2
549,417,11176185,MIA,VIX,USA,Brazil,NA_USA_Florida,SA_Brazil_Special,MIA,VIX,VCP,VIX,2,2,97,CONSOLIDADO,628487,SAO,BRINGER AIR CARGO TAXI AEREO LTDA,628487,SAO,BRINGER AIR CARGO TAXI AEREO LTDA,,,?,06-11-12 0:00,06-11-12 0:00,06-11-12 0:00,547.2,"546,206,896,551,724",435,432,"429,020,689,655,172","429,020,689,655,172",1,0,0,0,0,0,0,0,1805.25,1840.25,1840.25,,,MIA-VCP-VIX,435,435,Standard,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,,,,PESO,Pending,11-02-12 17:28,MIA,1,2
549,417,11176196,MIA,VIX,USA,Brazil,NA_USA_Florida,SA_Brazil_Special,MIA,VIX,MIA,VCP,1,1,97,CONSOLIDADO,628487,SAO,BRINGER AIR CARGO TAXI AEREO LTDA,2521,MIA,BRINGER CORPORATION,UC,1713,C,05-11-12 0:00,05-11-12 5:57,05-11-12 18:44,67,60,131,62,131.09,62,1,543.65,578.65,0,0,0,0,0,543.65,578.65,578.65,N312LA,B767-300F,MIA-VCP-VIX,131,62,Standard,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,,,,PESO,Flown,11-02-12 17:28,MIA,1,1
549,417,11176196,MIA,VIX,USA,Brazil,NA_USA_Florida,SA_Brazil_Special,MIA,VIX,VCP,VIX,2,2,97,CONSOLIDADO,628487,SAO,BRINGER AIR CARGO TAXI AEREO LTDA,2521,MIA,BRINGER CORPORATION,,,?,06-11-12 0:00,06-11-12 0:00,06-11-12 0:00,67,60,131,62,131.09,62,1,0,0,0,0,0,0,0,543.65,578.65,578.65,,,MIA-VCP-VIX,131,62,Standard,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,,,,PESO,Pending,11-02-12 17:28,MIA,1,1
45,417,11176211,MIA,VCP,USA,Brazil,NA_USA_Florida,SA_Brazil_VCP,MIA,VCP,MIA,VCP,1,1,97,CONSOLIDADO,628487,SAO,BRINGER AIR CARGO TAXI AEREO LTDA,962437,D44,BRINGER,UC,1402,C,03-11-12 0:00,03-11-12 9:27,03-11-12 20:17,197,197,207,197,195.08,193,1,610.65,645.65,0,0,0,0,0,610.65,645.65,645.65,N772LA,B767-300F,MIA-VCP,207,197,only Cargo,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,3,,,PESO,Flown,11-02-12 12:06,MIA,5,5
549,417,11177563,MIA,POA,USA,Brazil,NA_USA_Florida,SA_Brazil_Special,MIA,POA,MIA,POA,1,1,1,CARGA GENERAL,628487,SAO,BRINGER AIR CARGO TAXI AEREO LTDA,925686,D44,BRINGER,RF,741,C,02-11-12 0:00,02-11-12 1:47,02-11-12 8:45,17,17,17,17,17,17,1,105,140,0,0,0,0,0,105,140,140,N422LA,B767-300F,MIA-POA,17,17,Standard,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,1,On-Hold 29/oct/2012 07:55,,PESO,Flown,10/25/2012 16:13:00,MIA,2,2
549,417,11177574,MIA,POA,USA,Brazil,NA_USA_Florida,SA_Brazil_Special,MIA,POA,MIA,POA,1,1,1,CARGA GENERAL,628487,SAO,BRINGER AIR CARGO TAXI AEREO LTDA,925705,D44,BRINGER,RF,741,C,02-11-12 0:00,02-11-12 1:47,02-11-12 8:45,22,22,22,22,22,22,1,105,140,0,0,0,0,0,105,140,140,N422LA,B767-300F,MIA-POA,22,22,Standard,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,1,On-Hold 29/oct/2012 07:55,,PESO,Flown,10/25/2012 16:13:00,MIA,2,2
549,417,11177596,MIA,POA,USA,Brazil,NA_USA_Florida,SA_Brazil_Special,MIA,POA,MIA,POA,1,1,517,OTROS DG,628487,SAO,BRINGER AIR CARGO TAXI AEREO LTDA,924467,D44,BRINGER,RF,741,C,02-11-12 0:00,02-11-12 1:47,02-11-12 8:45,104,103,103,103,104,104,1,401.7,436.7,0,0,0,0,0,401.7,436.7,436.7,N422LA,B767-300F,MIA-POA,103,103,Standard,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,,,,PESO,Flown,10/30/2012 18:47:00,MIA,3,3
549,417,11177600,MIA,POA,USA,Brazil,NA_USA_Florida,SA_Brazil_Special,MIA,POA,MIA,POA,1,1,1,CARGA GENERAL,628487,SAO,BRINGER AIR CARGO TAXI AEREO LTDA,924453,D44,BRINGER,RF,741,C,02-11-12 0:00,02-11-12 1:47,02-11-12 8:45,17,15,16,15,15,15,1,105,140,0,0,0,0,0,105,140,140,N422LA,B767-300F,MIA-POA,16,15,Standard,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,,,,PESO,Flown,10/30/2012 18:47:00,MIA,2,2
549,417,11177633,MIA,POA,USA,Brazil,NA_USA_Florida,SA_Brazil_Special,MIA,POA,MIA,POA,1,1,517,OTROS DG,628487,SAO,BRINGER AIR CARGO TAXI AEREO LTDA,923974,D44,BRINGER,RF,741,C,02-11-12 0:00,02-11-12 1:47,02-11-12 8:45,8,5,17,4.5,16.05,4.5,1,105,140,0,0,0,0,0,105,140,140,N422LA,B767-300F,MIA-POA,17,4.5,Standard,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,1,EDIT ROUTING 01/nov/2012 12:35,,PESO,Flown,10/29/2012 10:22:00,MIA,2,2
549,417,11178182,MIA,CWB,USA,Brazil,NA_USA_Florida,SA_Brazil_Special,MIA,CWB,MIA,CWB,1,1,97,CONSOLIDADO,628487,SAO,BRINGER AIR CARGO TAXI AEREO LTDA,933958,D44,BRINGER,RF,751,C,02-11-12 0:00,02-11-12 12:28,02-11-12 20:23,33,32,32,32,32,32,1,105,140,0,0,0,0,0,105,140,140,N316LA,B767-300F,MIA-CWB,32,32,Standard,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,1,,,PESO,Flown,11-01-12 19:19,MIA,4,4
45,417,11178274,MIA,BOG,USA,Colombia,NA_USA_Florida,SA_Colombia,MIA,BOG,MIA,BOG,1,1,1,CARGA GENERAL,628487,SAO,BRINGER AIR CARGO TAXI AEREO LTDA,906226,D44,BRINGER,L7,1809,C,01-11-12 0:00,01-11-12 3:00,01-11-12 5:33,523,523,523,523,522,522,1,470.7,470.7,0,0,0,0,0,470.7,470.7,470.7,N776LA,B777-200F,MIA-BOG,523,523,only Cargo,NO,YES,NO,NO,NO,NO,05-11-12 3:08,1,1,CHANGED BY 2987781/MIASV001 31/oct/2012 04:26,,PESO,Flown,10/30/2012 19:27:00,MIA,1,1
549,417,11178370,MIA,VIX,USA,Brazil,NA_USA_Florida,SA_Brazil_Special,MIA,VIX,MIA,VIX,1,1,97,CONSOLIDADO,628487,SAO,BRINGER AIR CARGO TAXI AEREO LTDA,907790,D44,BRINGER,M3,8431,C,01-11-12 0:00,01-11-12 3:25,01-11-12 15:54,334,1,328,260,344.2,258,1,1428.43,1482.43,0,0,0,0,0,1428.43,1482.43,1482.43,PR-ABB,B767-300F,MIA-VIX,328,260,Standard,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,1,,,PESO,Flown,10/31/2012 15:37:00,MIA,3,3
549,417,11178381,MIA,VIX,USA,Brazil,NA_USA_Florida,SA_Brazil_Special,MIA,VIX,MIA,VIX,1,1,97,CONSOLIDADO,628487,SAO,BRINGER AIR CARGO TAXI AEREO LTDA,906263,D44,BRINGER,M3,8431,C,01-11-12 0:00,01-11-12 3:25,01-11-12 15:54,187,1,186,150,175.71,147,1,771.9,825.9,0,0,0,0,0,771.9,825.9,825.9,PR-ABB,B767-300F,MIA-VIX,186,150,Standard,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,1,,,PESO,Flown,10/31/2012 15:37:00,MIA,3,3
549,417,11179453,MIA,JOI,USA,Brazil,NA_USA_Florida,SA_Brazil_Others,MIA,OTBRA,MIA,VCP,1,1,97,CONSOLIDADO,628487,SAO,BRINGER AIR CARGO TAXI AEREO LTDA,791264,D44,BRINGER,RF,751,C,27-10-12 0:00,26-10-12 21:36,27-10-12 8:08,367,365,365,365,369,369,1,1314,1316.15,0,"-328,500,006,093,545",0,0,0,1314,1349,1316.15,N422LA,B767-300F,MIA-VCP-CWB-JOI,365,365,Standard,NO,YES,NO,NO,NO,NO,05-11-12 3:08,1,,,,PESO,Flown,10/24/2012 17:43:00,MIA,2,2
549,417,11179453,MIA,JOI,USA,Brazil,NA_USA_Florida,SA_Brazil_Others,MIA,OTBRA,VCP,CWB,2,2,97,CONSOLIDADO,628487,SAO,BRINGER AIR CARGO TAXI AEREO LTDA,791264,D44,BRINGER,TWC,1030,T,06-11-12 0:00,06-11-12 10:00,06-11-12 19:00,367,365,365,365,369,369,1,0,0,0,0,0,0,0,1314,1349,1316.15,,,MIA-VCP-CWB-JOI,365,365,Standard,NO,YES,NO,NO,NO,NO,05-11-12 3:08,1,1,PREVISÃO DE SAIDA 06/11,,PESO,Booked,10/24/2012 17:43:00,MIA,2,2
549,417,11179453,MIA,JOI,USA,Brazil,NA_USA_Florida,SA_Brazil_Others,MIA,OTBRA,CWB,JOI,3,3,97,CONSOLIDADO,628487,SAO,BRINGER AIR CARGO TAXI AEREO LTDA,791264,D44,BRINGER,,,?,31-10-12 0:00,31-10-12 0:00,31-10-12 0:00,367,365,365,365,369,369,1,0,0,0,0,0,0,0,1314,1349,1316.15,,,MIA-VCP-CWB-JOI,365,365,Standard,NO,YES,NO,NO,NO,NO,05-11-12 3:08,1,,,,PESO,Pending,10/24/2012 17:43:00,MIA,2,2
549,417,11179486,MIA,JOI,USA,Brazil,NA_USA_Florida,SA_Brazil_Others,MIA,OTBRA,MIA,CWB,1,1,97,CONSOLIDADO,628487,SAO,BRINGER AIR CARGO TAXI AEREO LTDA,926667,D44,BRINGER,RF,751,C,02-11-12 0:00,02-11-12 12:28,02-11-12 20:23,222,222,220,220,222,222,1,792,827,0,0,0,0,0,792,827,827,N316LA,B767-300F,MIA-CWB-JOI,220,220,Standard,NO,YES,NO,NO,NO,NO,05-11-12 3:08,1,1,,,PESO,Flown,10/31/2012 16:48:00,MIA,2,2
549,417,11179486,MIA,JOI,USA,Brazil,NA_USA_Florida,SA_Brazil_Others,MIA,OTBRA,CWB,JOI,2,2,97,CONSOLIDADO,628487,SAO,BRINGER AIR CARGO TAXI AEREO LTDA,926667,D44,BRINGER,,,?,08-11-12 0:00,08-11-12 0:00,08-11-12 0:00,222,222,220,220,222,222,1,0,0,0,0,0,0,0,792,827,827,,,MIA-CWB-JOI,220,220,Standard,NO,YES,NO,NO,NO,NO,05-11-12 3:08,1,,,,PESO,Pending,10/31/2012 16:48:00,MIA,2,2
0,417,11179490,MIA,JOI,USA,Brazil,NA_USA_Florida,SA_Brazil_Others,MIA,OTBRA,MIA,CWB,1,1,97,CONSOLIDADO,628487,SAO,BRINGER AIR CARGO TAXI AEREO LTDA,946655,B69,BRINGER,UC,1504,C,05-11-12 0:00,06-11-12 8:00,06-11-12 18:55,367,367,367,367,367,367,1,0,0,0,0,0,0,0,0,0,0,N778LA,B777-200F,MIA-CWB-JOI,0,0,Standard,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,,,,PESO,Manifested,11-02-12 18:22,MIA,3,3
0,417,11179490,MIA,JOI,USA,Brazil,NA_USA_Florida,SA_Brazil_Others,MIA,OTBRA,CWB,JOI,2,2,97,CONSOLIDADO,628487,SAO,BRINGER AIR CARGO TAXI AEREO LTDA,946655,B69,BRINGER,,,?,06-11-12 0:00,06-11-12 0:00,06-11-12 0:00,367,367,367,367,367,367,1,0,0,0,0,0,0,0,0,0,0,,,MIA-CWB-JOI,0,0,Standard,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,,,,PESO,Pending,11-02-12 18:22,MIA,3,3
549,417,11179560,MIA,POA,USA,Brazil,NA_USA_Florida,SA_Brazil_Special,MIA,POA,MIA,POA,1,1,97,CONSOLIDADO,628487,SAO,BRINGER AIR CARGO TAXI AEREO LTDA,926195,D44,BRINGER,RF,741,C,02-11-12 0:00,02-11-12 1:47,02-11-12 8:45,970,563,970,563,1017.62,554,1,3968.72,4022.72,0,0,0,0,0,3968.72,4022.72,4022.72,N422LA,B767-300F,MIA-POA,970,563,Standard,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,,,,PESO,Flown,10/31/2012 18:53:00,MIA,24,24
45,417,11179571,MIA,POA,USA,Brazil,NA_USA_Florida,SA_Brazil_Special,MIA,POA,MIA,POA,1,1,517,OTROS DG,628487,SAO,BRINGER AIR CARGO TAXI AEREO LTDA,634129,MIA,DRACO FREIGHT LOGISTICS CORPORATION,RF,711,C,05-11-12 0:00,05-11-12 7:00,05-11-12 18:39,230,230,230,230,232,232,1,897,932,0,0,0,0,0,897,932,932,CC-CZZ,B767-300F,MIA-POA,230,230,Standard,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,1,,,PESO,Flown,11-01-12 18:18,MIA,13,13
549,417,11179582,MIA,POA,USA,Brazil,NA_USA_Florida,SA_Brazil_Special,MIA,POA,MIA,POA,1,1,97,CONSOLIDADO,628487,SAO,BRINGER AIR CARGO TAXI AEREO LTDA,634129,MIA,DRACO FREIGHT LOGISTICS CORPORATION,RF,711,C,05-11-12 0:00,05-11-12 7:00,05-11-12 18:39,5,3,4,3,3.51,3,1,105,140,0,0,0,0,0,105,140,140,CC-CZZ,B767-300F,MIA-POA,4,3,Standard,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,1,,,PESO,Flown,11-02-12 19:35,MIA,2,5
549,417,11180676,MIA,POA,USA,Brazil,NA_USA_Florida,SA_Brazil_Special,MIA,POA,MIA,POA,1,1,97,CONSOLIDADO,628487,SAO,BRINGER AIR CARGO TAXI AEREO LTDA,925445,D44,BRINGER,RF,741,C,02-11-12 0:00,02-11-12 1:47,02-11-12 8:45,885,590,886,590.5,847.95,587,1,3455.4,3490.4,0,0,0,0,0,3455.4,3490.4,3490.4,N422LA,B767-300F,MIA-POA,886,590.5,Standard,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,,,,PESO,Flown,10/31/2012 20:38:00,MIA,10,10
549,417,11180680,MIA,POA,USA,Brazil,NA_USA_Florida,SA_Brazil_Special,MIA,POA,MIA,POA,1,1,97,CONSOLIDADO,628487,SAO,BRINGER AIR CARGO TAXI AEREO LTDA,729,MIA,PHOENIX INTERNATIONAL FRT. SVCS. LTD.,RF,711,C,05-11-12 0:00,05-11-12 7:00,05-11-12 18:39,27,25,23,22.6,23,23,1,105,140,0,0,0,0,0,105,140,140,CC-CZZ,B767-300F,MIA-POA,23,22.6,Standard,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,1,,,PESO,Flown,11-02-12 23:31,MIA,3,3
0,417,11180805,MIA,CWB,USA,Brazil,NA_USA_Florida,SA_Brazil_Special,MIA,CWB,MIA,CWB,1,1,97,CONSOLIDADO,628487,SAO,BRINGER AIR CARGO TAXI AEREO LTDA,52,MIA,CEVA FREIGHT LLC,UC,1504,C,05-11-12 0:00,06-11-12 8:00,06-11-12 18:55,200,200,190,190,190,190,1,0,0,0,0,0,0,0,0,0,0,N778LA,B777-200F,MIA-CWB,0,0,Standard,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,,,,PESO,Manifested,11-03-12 19:41,MIA,1,1
549,417,11180853,MIA,POA,USA,Brazil,NA_USA_Florida,SA_Brazil_Special,MIA,POA,MIA,POA,1,1,97,CONSOLIDADO,628487,SAO,BRINGER AIR CARGO TAXI AEREO LTDA,924033,D44,BRINGER,RF,741,C,02-11-12 0:00,02-11-12 1:47,02-11-12 8:45,4344,4344,4344,4344,4364,4364,1,17019.6,17073.6,0,0,0,0,0,17019.6,17073.6,17073.6,N422LA,B767-300F,MIA-POA,4344,4344,Standard,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,,,,PESO,Flown,10/31/2012 19:21:00,MIA,10,10
549,417,11180901,MIA,POA,USA,Brazil,NA_USA_Florida,SA_Brazil_Special,MIA,POA,MIA,POA,1,1,97,CONSOLIDADO,628487,SAO,BRINGER AIR CARGO TAXI AEREO LTDA,52,MIA,CEVA FREIGHT LLC,RF,711,C,05-11-12 0:00,05-11-12 7:00,05-11-12 18:39,750,750,632.5,632.1,632.2,632.2,1,2466.75,2664.75,0,0,0,0,0,2466.75,2664.75,2664.75,CC-CZZ,B767-300F,MIA-POA,632.5,632.1,Standard,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,1,,,PESO,Flown,11-03-12 19:41,MIA,29,17
549,417,11180945,MIA,POA,USA,Brazil,NA_USA_Florida,SA_Brazil_Special,MIA,POA,MIA,POA,1,1,97,CONSOLIDADO,628487,SAO,BRINGER AIR CARGO TAXI AEREO LTDA,52,MIA,CEVA FREIGHT LLC,RF,741,C,02-11-12 0:00,02-11-12 1:47,02-11-12 8:45,603,603,501,501,501,501,1,1953.9,1988.9,0,0,0,0,0,1953.9,1988.9,1988.9,N422LA,B767-300F,MIA-POA,501,501,Standard,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,,,,PESO,Flown,10/31/2012 19:21:00,MIA,1,1
549,417,11180956,MIA,POA,USA,Brazil,NA_USA_Florida,SA_Brazil_Special,MIA,POA,MIA,POA,1,1,97,CONSOLIDADO,628487,SAO,BRINGER AIR CARGO TAXI AEREO LTDA,925885,D44,BRINGER,RF,741,C,02-11-12 0:00,02-11-12 1:47,02-11-12 8:45,42,27,42,27.1,35.81,27,1,105,140,0,0,0,0,0,105,140,140,N422LA,B767-300F,MIA-POA,42,27.1,Standard,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,,,,PESO,Flown,10/31/2012 19:21:00,MIA,4,4
549,417,11180960,MIA,POA,USA,Brazil,NA_USA_Florida,SA_Brazil_Special,MIA,POA,MIA,POA,1,1,97,CONSOLIDADO,628487,SAO,BRINGER AIR CARGO TAXI AEREO LTDA,52,MIA,CEVA FREIGHT LLC,RF,711,C,05-11-12 0:00,05-11-12 7:00,05-11-12 18:39,1587,1580,1581.5,1580.9,1579,1579,1,6167.85,6401.85,0,0,0,0,0,6167.85,6401.85,6401.85,CC-CZZ,B767-300F,MIA-POA,1581.5,1580.9,Standard,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,1,,,PESO,Flown,11-02-12 15:22,MIA,36,36
549,417,11180971,MIA,VIX,USA,Brazil,NA_USA_Florida,SA_Brazil_Special,MIA,VIX,MIA,VCP,1,1,97,CONSOLIDADO,628487,SAO,BRINGER AIR CARGO TAXI AEREO LTDA,52,MIA,CEVA FREIGHT LLC,UC,1713,C,05-11-12 0:00,05-11-12 5:57,05-11-12 18:44,17,9,11.5,9,14.14,9,1,105,140,0,0,0,0,0,105,140,140,N312LA,B767-300F,MIA-VCP-VIX,11.5,9,Standard,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,,,,PESO,Flown,11-03-12 19:41,MIA,2,2
549,417,11180971,MIA,VIX,USA,Brazil,NA_USA_Florida,SA_Brazil_Special,MIA,VIX,VCP,VIX,2,2,97,CONSOLIDADO,628487,SAO,BRINGER AIR CARGO TAXI AEREO LTDA,52,MIA,CEVA FREIGHT LLC,,,?,06-11-12 0:00,06-11-12 0:00,06-11-12 0:00,17,9,11.5,9,14.14,9,1,0,0,0,0,0,0,0,105,140,140,,,MIA-VCP-VIX,11.5,9,Standard,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,,,,PESO,Pending,11-03-12 19:41,MIA,2,2
549,417,11180982,MIA,POA,USA,Brazil,NA_USA_Florida,SA_Brazil_Special,MIA,POA,MIA,POA,1,1,97,CONSOLIDADO,628487,SAO,BRINGER AIR CARGO TAXI AEREO LTDA,52,MIA,CEVA FREIGHT LLC,RF,711,C,05-11-12 0:00,05-11-12 7:00,05-11-12 18:39,25,18,25,18,24.24,18,1,105,140,0,0,0,0,0,105,140,140,CC-CZZ,B767-300F,MIA-POA,25,18,Standard,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,1,,,PESO,Flown,11-03-12 19:41,MIA,2,2
