numawb,oriawb,desawb,OrgPais,DestPais,ZonaOrig,ZonaDest,PosOri,PosDes,Tramos,codpro,dsc_producto,posage,NomAge,NomShp,dnmvue,numvue,tipvue,FecVue,FchDsp,FchEta,ChWei_BK,GrRev,NetRev,TipoServicio,Piezas
91198800,ORD,GYE,USA,Ecuador,NA_USA_Midwest,SA_Ecuador_GYE,ORD,JFK,ORD-JFK-GYE,1,CARGA GENERAL,CHI,AMERICAN CARGO EXPRESS INC,AMERICAN CARGO,THX,99,T,02-11-12 0:00,02-11-12 23:00,20-07-17 0:00,523,1066,877.76,Standard,3
91199835,MIA,GRU,USA,Brazil,NA_USA_Florida,SA_Brazil_GRU,MIA,GRU,MIA-GRU,97,CONSOLIDADO,MIA,DMS AMERICA LLC,DMS AMERICA LLC,JJ,8091,P,02-11-12 0:00,02-11-12 0:00,21-07-17 0:00,33,124.83,235,Only Pax,2
91199846,MIA,GRU,USA,Brazil,NA_USA_Florida,SA_Brazil_GRU,MIA,GRU,MIA-GRU,97,CONSOLIDADO,MIA,DMS AMERICA LLC,DMS AMERICA LLC,JJ,8095,P,03-11-12 0:00,03-11-12 0:00,22-07-17 0:00,2505,1896.07,7095.1,Only Pax,44
91199850,MCO,GRU,USA,Brazil,NA_USA_Florida,SA_Brazil_GRU,MCO,GRU,MCO-GRU,97,CONSOLIDADO,MIA,DMS AMERICA LLC,DMS AMERICA LLC,JJ,8087,P,06-11-12 0:00,06-11-12 0:00,23-07-17 0:00,418,0,0,Only Pax,1
91199986,BOS,LIM,USA,Peru,NA_USA_NorthEast,SA_Peru,BOS,JFK,BOS-JFK-LIM,1,CARGA GENERAL,BOS,WEISS ROHLIG,WEISS,,,?,07-11-12 0:00,07-11-12 0:00,24-07-17 0:00,154,0,0,Only Pax,8
91200200,JFK,LIM,USA,Peru,NA_USA_NewYork,SA_Peru,JFK,LIM,JFK-LIM,1,CARGA GENERAL,NYC,MARKEN LLP,MARKEN LLP,LA,531,P,02-11-12 0:00,02-11-12 23:55,25-07-17 0:00,601,1884.05,3371.7,Pos FS,2
91200270,ORD,VCP,USA,Brazil,NA_USA_Midwest,SA_Brazil_VCP,ORD,MIA,ORD-MIA-VCP,97,CONSOLIDADO,CHI,"EXPRESS AIR FREIGHT UNLIMITED, INC.",EXPRESS AIR FREIGHT,TPR,1,T,29-10-12 0:00,29-10-12 23:00,26-07-17 0:00,1055,3639.75,3302.33,Standard,2
91200281,ORD,IQQ,USA,Chile,NA_USA_Midwest,SA_Chile,ORD,JFK,ORD-JFK-LIM-SCL-IQQ,1,CARGA GENERAL,CHI,"EXPRESS AIR FREIGHT UNLIMITED, INC.",EXPRESS AIR FREIGHT UNLIMITED INC.,THX,99,T,01-11-12 0:00,01-11-12 23:00,27-07-17 0:00,155,6685399,729733.3,Only Pax,13
91200292,ORD,POA,USA,Brazil,NA_USA_Midwest,SA_Brazil_Special,ORD,MIA,ORD-MIA-POA,97,CONSOLIDADO,CHI,"EXPRESS AIR FREIGHT UNLIMITED, INC.",EXPRESS AIR FREIGHT UNLIMITED INC.,TPR,1,T,02-11-12 0:00,02-11-12 23:00,28-07-17 0:00,47,267.9,362.08,Only Pax,3
91200303,DTW,VCP,USA,Brazil,NA_USA_Midwest,SA_Brazil_VCP,DTW,MIA,DTW-MIA-VCP,1,CARGA GENERAL,CHI,"EXPRESS AIR FREIGHT UNLIMITED, INC.",EXPRESS AIR,TPR,40,T,06-11-12 0:00,06-11-12 23:00,29-07-17 0:00,1267,0,0,Standard,4
91200572,LAX,BOG,USA,Colombia,NA_USA_West,SA_Colombia,LAX,MEX,LAX-MEX-BOG,97,CONSOLIDADO,LAX,MC CARGO GROUP,MC CARGO GROUP,M7,6855,C,03-11-12 0:00,03-11-12 8:02,30-07-17 0:00,4455,9052.98,9052.98,Standard,179
91200620,LAX,CWB,USA,Brazil,NA_USA_West,SA_Brazil_Special,LAX,MIA,LAX-MIA-CWB,97,CONSOLIDADO,LAX,MC CARGO GROUP,MC CARGO GROUP INC.,TTG,520,T,02-11-12 0:00,03-11-12 5:00,31-07-17 0:00,127,0,0,Standard,1
91200631,LAX,BOG,USA,Colombia,NA_USA_West,SA_Colombia,LAX,MEX,LAX-MEX-BOG,97,CONSOLIDADO,LAX,MC CARGO GROUP,MC CARGO GROUP,M7,6855,C,03-11-12 0:00,03-11-12 8:02,01-08-17 0:00,4250,5016,5016,only Cargo,63
91200642,LAX,BOG,USA,Colombia,NA_USA_West,SA_Colombia,LAX,MEX,LAX-MEX-BOG,97,CONSOLIDADO,LAX,MC CARGO GROUP,MC CARGO GROUP,M7,6855,C,03-11-12 0:00,03-11-12 8:02,02-08-17 0:00,4250,8340,8340,only Cargo,117
91200653,LAX,BOG,USA,Colombia,NA_USA_West,SA_Colombia,LAX,MEX,LAX-MEX-BOG,97,CONSOLIDADO,LAX,MC CARGO GROUP,MC CARGO GROUP,M7,6855,C,03-11-12 0:00,03-11-12 8:02,03-08-17 0:00,4250,9980,9980,only Cargo,153
91200922,MIA,GRU,USA,Brazil,NA_USA_Florida,SA_Brazil_GRU,MIA,GRU,MIA-GRU,97,CONSOLIDADO,MIA,UPS SUPPLY CHAIN SOLUTIONS INC,UPS SUPPLY CHAIN SOLUTIONS INC,JJ,8095,P,01-11-12 0:00,01-11-12 0:00,04-08-17 0:00,501,75,369.2,Only Pax,5
91201261,MIA,ASU,USA,Paraguay,NA_USA_Florida,SA_Paraguay,MIA,ASU,MIA-ASU,97,CONSOLIDADO,MIA,UPS SUPPLY CHAIN SOLUTIONS INC,UPS SUPPLY CHAIN SOLUTIONS INC,RF,767,C,03-11-12 0:00,03-11-12 6:51,05-08-17 0:00,501,270.9,565.43,ALLOCATION MD,3
91201445,BOS,SCL,USA,Chile,NA_USA_NorthEast,SA_Chile,BOS,JFK,BOS-JFK-SCL,1,CARGA GENERAL,BOS,UPS SUPPLY CHAIN SOLUTIONS INC,UPS SUPPLY CHAIN SOLUTIONS INC,,,?,26-10-12 0:00,26-10-12 0:00,06-08-17 0:00,33,0,0,Only Pax,3
91201456,BOS,SCL,USA,Chile,NA_USA_NorthEast,SA_Chile,BOS,JFK,BOS-JFK-SCL,1,CARGA GENERAL,BOS,UPS SUPPLY CHAIN SOLUTIONS INC,UPS SUPPLY CHAIN SOLUTIONS INC,T60,111,T,31-10-12 0:00,31-10-12 22:00,07-08-17 0:00,4,75,131.4,Standard,1
91201530,MIA,EZE,USA,Argentina,NA_USA_Florida,SA_Argentina_EZE,MIA,EZE,MIA-EZE,97,CONSOLIDADO,MIA,UPS SUPPLY CHAIN SOLUTIONS INC,UPS SUPPLY CHAIN SOLUTIONS INC,RF,541,C,01-11-12 0:00,01-11-12 12:05,08-08-17 0:00,10852,7036.25,27187.5,Standard,25
91201596,MIA,UIO,USA,Ecuador,NA_USA_Florida,SA_Ecuador_UIO,MIA,UIO,MIA-UIO,617,MISCELANEO (CLASE 9),MIA,UPS SUPPLY CHAIN SOLUTIONS INC,UPS SUPPLY CHAIN SOLUTIONS INC,UC,1505,C,04-11-12 0:00,04-11-12 10:13,09-08-17 0:00,3,105,205,only Cargo,1
91201600,MIA,UIO,USA,Ecuador,NA_USA_Florida,SA_Ecuador_UIO,MIA,UIO,MIA-UIO,517,OTROS DG,ZSY,UPS SUPPLY CHAIN SOLUTIONS INC.,UPS SUPPLY CHAIN SOLUTIONS INC.,L7,1801,C,01-11-12 0:00,01-11-12 11:02,10-08-17 0:00,1.5,130,230,Standard,1
